States,Years,Quarters,District,Transaction_count,Transaction_amount
Arunachal pradesh,2018,2,lohit district,6962,20520618.88189011
Arunachal pradesh,2018,2,lepa rada district,511,731444.7370576829
Arunachal pradesh,2018,2,tawang district,5447,13722374.81135791
Arunachal pradesh,2018,2,namsai district,3230,6271811.327635023
Arunachal pradesh,2018,3,lower dibang valley district,2824,6074558.207066888
Arunachal pradesh,2018,3,lower subansiri district,2346,5154231.737357968
Arunachal pradesh,2018,3,longding district,5288,18327334.05075552
Arunachal pradesh,2018,3,west siang district,3337,12966152.79251931
Arunachal pradesh,2018,3,kamle district,93,30504.94301319112
Arunachal pradesh,2018,3,upper siang district,250,743956.1055720671
Arunachal pradesh,2018,3,tirap district,3322,7479257.007852319
Arunachal pradesh,2018,3,papum pare district,43282,101080479.2917223
Arunachal pradesh,2018,3,kurung kumey district,255,303027.4066451341
Arunachal pradesh,2018,3,anjaw district,13,95403.67678261214
Arunachal pradesh,2018,3,siang district,615,2141734.499956036
Arunachal pradesh,2018,3,lower siang district,2625,3045590.882295873
Arunachal pradesh,2018,3,kra daadi district,436,1606758.4080739785
Arunachal pradesh,2018,3,changlang district,10162,20494174.9497154
Arunachal pradesh,2018,3,pakke kessang district,165,305164.81707575504
Arunachal pradesh,2018,3,dibang valley district,29,196466.66696677107
Arunachal pradesh,2018,3,west kameng district,17026,48528147.45054105
Arunachal pradesh,2018,3,east siang district,10539,24885270.773230053
Arunachal pradesh,2018,3,upper subansiri district,1601,4223297.613673143
Arunachal pradesh,2018,3,east kameng district,1029,3132863.590645522
Arunachal pradesh,2018,3,lohit district,11595,32702331.664437763
Arunachal pradesh,2018,3,lepa rada district,523,1777602.4370017413
Arunachal pradesh,2018,3,tawang district,8715,25733824.99410926
Arunachal pradesh,2018,3,namsai district,5076,10698272.7743813
Arunachal pradesh,2018,4,lower dibang valley district,4227,10951332.39393786
Arunachal pradesh,2018,4,lower subansiri district,3735,8884930.591487257
Arunachal pradesh,2018,4,longding district,6581,22545311.85089966
Arunachal pradesh,2018,4,west siang district,3813,14013986.24482587
Arunachal pradesh,2018,4,kamle district,247,361497.05682825705
Arunachal pradesh,2018,4,upper siang district,1041,2157332.9473089008
Arunachal pradesh,2018,4,tirap district,5725,10811742.67058608
Arunachal pradesh,2018,4,papum pare district,55224,154875448.2077814
Arunachal pradesh,2018,4,kurung kumey district,444,759686.7195777439
Arunachal pradesh,2018,4,anjaw district,273,495578.19942643447
Arunachal pradesh,2018,4,siang district,822,2176630.237443937
Arunachal pradesh,2018,4,lower siang district,2883,4533291.201383284
Arunachal pradesh,2018,4,kra daadi district,750,3254327.442489025
Arunachal pradesh,2018,4,changlang district,13950,32343047.413952347
Arunachal pradesh,2018,4,pakke kessang district,297,462143.5189972004
Arunachal pradesh,2018,4,dibang valley district,40,97205.28808666342
Arunachal pradesh,2018,4,west kameng district,25439,89194886.84322134
Arunachal pradesh,2018,4,shi yomi district,61,42483.80153055695
Arunachal pradesh,2018,4,east siang district,12893,34272134.34491677
Arunachal pradesh,2018,4,upper subansiri district,2686,8771042.079749444
Arunachal pradesh,2018,4,east kameng district,1750,5936855.710462087
Arunachal pradesh,2018,4,lohit district,14268,40510521.94979761
Arunachal pradesh,2018,4,lepa rada district,932,3023578.1893019043
Arunachal pradesh,2018,4,tawang district,11104,35921510.894032694
Arunachal pradesh,2018,4,namsai district,7244,17643523.29373534
Arunachal pradesh,2019,1,lower dibang valley district,6314,13738776.181438861
Arunachal pradesh,2019,1,lower subansiri district,4994,12615032.12289183
Arunachal pradesh,2019,1,longding district,7287,25349462.055245362
Arunachal pradesh,2019,1,west siang district,5921,19426751.30123389
Arunachal pradesh,2019,1,kamle district,391,725807.1059240355
Arunachal pradesh,2019,1,upper siang district,1154,2756678.3077581595
Arunachal pradesh,2019,1,tirap district,6877,14075747.836402498
Arunachal pradesh,2019,1,papum pare district,70941,188556716.3567257
Arunachal pradesh,2019,1,kurung kumey district,740,2076644.1215012982
Arunachal pradesh,2019,1,anjaw district,2116,4643030.795590812
Arunachal pradesh,2019,1,siang district,1282,2552682.037255951
Arunachal pradesh,2019,1,lower siang district,3565,6923301.927893572
Arunachal pradesh,2019,1,kra daadi district,1070,3797175.4842446605
Arunachal pradesh,2019,1,changlang district,17589,40239141.669717625
Arunachal pradesh,2019,1,pakke kessang district,545,1682922.8373646357
Arunachal pradesh,2019,1,dibang valley district,102,301591.38639926765
Arunachal pradesh,2019,1,west kameng district,34289,101333633.6760416
Arunachal pradesh,2019,1,shi yomi district,19,212989.63045272
Arunachal pradesh,2019,1,east siang district,15621,39284373.054099694
Arunachal pradesh,2019,1,upper subansiri district,3880,14105451.853243291
Arunachal pradesh,2019,1,east kameng district,2688,9107597.731491327
Arunachal pradesh,2019,1,lohit district,15896,42834776.778045304
Arunachal pradesh,2019,1,lepa rada district,1523,4054526.308789035
Arunachal pradesh,2019,1,tawang district,13102,39489779.13784294
Arunachal pradesh,2019,1,namsai district,8600,20065516.61635517
Arunachal pradesh,2019,2,lower dibang valley district,5819,13737167.747977601
Arunachal pradesh,2019,2,lower subansiri district,5579,14746949.65201063
Arunachal pradesh,2019,2,longding district,6744,23464027.89281261
Arunachal pradesh,2019,2,west siang district,8041,24549832.97718149
Arunachal pradesh,2019,2,kamle district,414,1136776.6962042823
Arunachal pradesh,2019,2,upper siang district,1079,3993676.3296563537
Arunachal pradesh,2019,2,tirap district,6868,18633793.43372325
Arunachal pradesh,2019,2,papum pare district,86433,246640891.34861863
Arunachal pradesh,2019,2,kurung kumey district,1427,4036511.9338615797
Arunachal pradesh,2019,2,anjaw district,2473,5220589.920801567
Arunachal pradesh,2019,2,siang district,1654,5373179.351887872
Arunachal pradesh,2019,2,lower siang district,3791,7075961.239041175
Arunachal pradesh,2019,2,kra daadi district,1447,4315353.218765283
Arunachal pradesh,2019,2,changlang district,18631,48891048.26477764
Arunachal pradesh,2019,2,pakke kessang district,687,1750138.0587616218
Arunachal pradesh,2019,2,dibang valley district,98,214966.6162180208
Arunachal pradesh,2019,2,west kameng district,37430,122521180.75595032
Arunachal pradesh,2019,2,shi yomi district,13,65209.39364354455
Arunachal pradesh,2019,2,east siang district,16494,46549881.23941852
Arunachal pradesh,2019,2,upper subansiri district,4827,18395806.56628409
Arunachal pradesh,2019,2,east kameng district,2309,8996397.735290494
Arunachal pradesh,2019,2,lohit district,18693,48893746.831022196
Arunachal pradesh,2019,2,lepa rada district,2108,5045595.906781289
Arunachal pradesh,2019,2,tawang district,15960,55915834.5871187
Arunachal pradesh,2019,2,namsai district,9637,22491356.65721929
Arunachal pradesh,2019,3,lower dibang valley district,8405,15177864.63915902
Arunachal pradesh,2019,3,lower subansiri district,8828,21059967.49943525
Arunachal pradesh,2019,3,longding district,10269,26620415.019238282
Arunachal pradesh,2019,3,west siang district,11889,30014806.81680297
Arunachal pradesh,2019,3,kamle district,677,968784.5134103607
Arunachal pradesh,2019,3,upper siang district,1419,3927440.4417752204
Arunachal pradesh,2019,3,tirap district,11249,21737827.19336869
Arunachal pradesh,2019,3,papum pare district,117940,301518075.7016427
Arunachal pradesh,2019,3,kurung kumey district,1579,3674797.099413435
Arunachal pradesh,2019,3,anjaw district,4230,9665384.074972186
Arunachal pradesh,2019,3,siang district,2640,6888800.898705382
Arunachal pradesh,2019,3,lower siang district,5348,9507511.569068512
Arunachal pradesh,2019,3,kra daadi district,2187,5520848.186492377
Arunachal pradesh,2019,3,changlang district,29218,58354823.443366826
Arunachal pradesh,2019,3,pakke kessang district,977,2145842.2925678995
Arunachal pradesh,2019,3,dibang valley district,202,675909.9962923382
Arunachal pradesh,2019,3,west kameng district,53939,147186019.8759076
Arunachal pradesh,2019,3,shi yomi district,27,30367.754712275342
Arunachal pradesh,2019,3,east siang district,22611,58040119.9573143
Arunachal pradesh,2019,3,upper subansiri district,7803,22099628.49449406
Arunachal pradesh,2019,3,east kameng district,3814,10631335.871797241
Arunachal pradesh,2019,3,lohit district,24505,54539458.214344315
Arunachal pradesh,2019,3,lepa rada district,2928,4930337.942058578
Arunachal pradesh,2019,3,tawang district,24097,72221026.28393415
Arunachal pradesh,2019,3,namsai district,13453,25507641.015596062
Arunachal pradesh,2019,4,lower dibang valley district,10376,21103089.24170351
Arunachal pradesh,2019,4,lower subansiri district,11806,29634357.48680521
Arunachal pradesh,2019,4,longding district,11018,29245021.39397645
Arunachal pradesh,2019,4,west siang district,14581,39460255.46641725
Arunachal pradesh,2019,4,kamle district,999,1620922.3277442688
Arunachal pradesh,2019,4,upper siang district,4165,12739585.63873403
Arunachal pradesh,2019,4,tirap district,16459,38467790.7269052
Arunachal pradesh,2019,4,papum pare district,143272,378838002.3434037
Arunachal pradesh,2019,4,kurung kumey district,1343,4526789.748638094
Arunachal pradesh,2019,4,anjaw district,5417,11887950.534618171
Arunachal pradesh,2019,4,siang district,4756,8833695.424992222
Arunachal pradesh,2019,4,lower siang district,6628,11985865.25916152
Arunachal pradesh,2019,4,kra daadi district,2830,7804936.327522229
Arunachal pradesh,2019,4,changlang district,33963,71874990.9639822
Arunachal pradesh,2019,4,pakke kessang district,1194,2287739.0120923957
Arunachal pradesh,2019,4,dibang valley district,267,1240493.0270471391
Arunachal pradesh,2019,4,west kameng district,66740,198205637.50055432
Arunachal pradesh,2019,4,shi yomi district,232,170772.72677991798
Arunachal pradesh,2019,4,east siang district,26605,72075285.44344108
Arunachal pradesh,2019,4,upper subansiri district,9285,28319761.87384963
Arunachal pradesh,2019,4,east kameng district,5646,19408662.748470772
Arunachal pradesh,2019,4,lohit district,29281,67502324.59236205
Arunachal pradesh,2019,4,lepa rada district,4245,8888753.875914622
Arunachal pradesh,2019,4,tawang district,30077,91949243.60711189
Arunachal pradesh,2019,4,namsai district,18290,32501252.235055383
Arunachal pradesh,2020,1,lower dibang valley district,14400,29552510.9414332
Arunachal pradesh,2020,1,lower subansiri district,15770,34273250.7179902
Arunachal pradesh,2020,1,longding district,13240,35267439.983279385
Arunachal pradesh,2020,1,west siang district,19728,47929440.73153875
Arunachal pradesh,2020,1,kamle district,1434,3418975.8263023924
Arunachal pradesh,2020,1,upper siang district,7055,17820679.64619372
Arunachal pradesh,2020,1,tirap district,18369,40877851.79372531
Arunachal pradesh,2020,1,papum pare district,180373,457430754.15953165
Arunachal pradesh,2020,1,kurung kumey district,2294,5942677.061635139
Arunachal pradesh,2020,1,anjaw district,5025,12808735.8587444
Arunachal pradesh,2020,1,siang district,5136,11962344.13711079
Arunachal pradesh,2020,1,lower siang district,8047,15520255.40397513
Arunachal pradesh,2020,1,kra daadi district,3407,10045462.795181291
Arunachal pradesh,2020,1,changlang district,43858,93461363.58699806
Arunachal pradesh,2020,1,pakke kessang district,2044,3425821.315796173
Arunachal pradesh,2020,1,dibang valley district,397,878784.5955219769
Arunachal pradesh,2020,1,west kameng district,75363,198712422.2374845
Arunachal pradesh,2020,1,shi yomi district,117,566189.9936512378
Arunachal pradesh,2020,1,east siang district,33743,82011539.42531273
Arunachal pradesh,2020,1,upper subansiri district,12313,33686711.81345673
Arunachal pradesh,2020,1,east kameng district,7379,20456070.89377439
Arunachal pradesh,2020,1,lohit district,36985,83701268.27182505
Arunachal pradesh,2020,1,lepa rada district,5721,11137993.767266
Arunachal pradesh,2020,1,tawang district,31865,84425193.41571434
Arunachal pradesh,2020,1,namsai district,23112,46444942.9567038
Arunachal pradesh,2020,2,lower dibang valley district,26234,42360072.526896134
Arunachal pradesh,2020,2,lower subansiri district,25703,46133123.51739678
Arunachal pradesh,2020,2,longding district,20664,54678022.50234371
Arunachal pradesh,2020,2,west siang district,32777,72790231.05472675
Arunachal pradesh,2020,2,kamle district,2397,4126243.0778709752
Arunachal pradesh,2020,2,upper siang district,10899,28048492.10512026
Arunachal pradesh,2020,2,tirap district,28830,63497030.84081016
Arunachal pradesh,2020,2,papum pare district,221728,535085907.34048563
Arunachal pradesh,2020,2,kurung kumey district,3847,11359743.45705319
Arunachal pradesh,2020,2,anjaw district,7617,18795023.53147722
Arunachal pradesh,2020,2,siang district,9827,18585670.46796793
Arunachal pradesh,2020,2,lower siang district,13321,23571085.32253689
Arunachal pradesh,2020,2,kra daadi district,5264,15730996.227462541
Arunachal pradesh,2020,2,changlang district,69279,128572447.9979738
Arunachal pradesh,2020,2,pakke kessang district,3558,4635272.064395212
Arunachal pradesh,2020,2,dibang valley district,966,2559724.8369189673
Arunachal pradesh,2020,2,west kameng district,95421,251395972.2250581
Arunachal pradesh,2020,2,shi yomi district,302,1222863.4358782358
Arunachal pradesh,2020,2,east siang district,55680,112693868.8099896
Arunachal pradesh,2020,2,upper subansiri district,18056,43140688.970285244
Arunachal pradesh,2020,2,east kameng district,11791,40506284.272980645
Arunachal pradesh,2020,2,lohit district,56541,114730675.47714491
Arunachal pradesh,2020,2,lepa rada district,8601,16064862.366431031
Arunachal pradesh,2020,2,tawang district,44499,121561732.24171808
Arunachal pradesh,2020,2,namsai district,34972,54870798.314045325
Arunachal pradesh,2020,3,lower dibang valley district,27655,63469161.32860388
Arunachal pradesh,2020,3,lower subansiri district,26596,59707234.22223007
Arunachal pradesh,2020,3,longding district,21445,63273209.984560445
Arunachal pradesh,2020,3,west siang district,34295,92449732.96070345
Arunachal pradesh,2020,3,kamle district,2618,5300885.9328534985
Arunachal pradesh,2020,3,upper siang district,12707,40210852.98915006
Arunachal pradesh,2020,3,tirap district,30046,81539831.5295825
Arunachal pradesh,2020,3,papum pare district,298350,859373863.7202579
Arunachal pradesh,2020,3,kurung kumey district,4391,13864822.73322653
Arunachal pradesh,2020,3,anjaw district,9751,31524690.46028902
Arunachal pradesh,2020,3,siang district,10489,21236201.53145476
Arunachal pradesh,2020,3,lower siang district,12456,28754627.349573273
Arunachal pradesh,2020,3,kra daadi district,5676,16181045.61263587
Arunachal pradesh,2020,3,changlang district,73842,159158438.9254108
Arunachal pradesh,2020,3,pakke kessang district,3469,6301715.335375749
Arunachal pradesh,2020,3,dibang valley district,899,3061207.2925078664
Arunachal pradesh,2020,3,west kameng district,111029,332812237.8096209
Arunachal pradesh,2020,3,shi yomi district,521,3410288.130911609
Arunachal pradesh,2020,3,east siang district,69710,176323789.9443782
